Referencia;Nombre;Categoria;Descripcion
1874;PLAFON CERRADO 5/8 PLATEADO;HERRAJES Y SOPORTES;
1903;PLASTICO O POLIETILENO TRANSPARENTE 2 MT X 1 MT;CONSTRUCCION;
1875;PLATINA EN T ALUMINIO 3/4 1M;PERFILES Y WINES;5590
1876;PLATINA EN T ALUMINIO 3/4 TIRA X6MT;PERFILES Y WINES;5590
1877;"PLATINA DE 5""";HERRAJES Y SOPORTES;
1878;PLATINA RANURADA 3/4 ALUM 1M;PERFILES Y WINES;791673
1879;PLATINA RANURADA 3/4 ALUM TIRA 3MT;PERFILES Y WINES;791673
3594;PLOMADA GRANDE;HERRAMIENTA MANUAL;
3595;PLOMADA PEQUEÃ¯Â¿Â½A;HERRAMIENTA MANUAL;
3401;PLUG ESTEREO - MONO PEQUEÃ¯Â¿Â½O;ELECTRICOS;
3400;PLUG METALICO 1/4 GRANDE;ELECTRICOS;
3402;PLUG RCA NEGRO O ROJO UNIDAD;ELECTRICOS;
1881;PLUG RJ11 1 LADO PONCHADO;ELECTRICOS;4085
1883;PLUG RJ45 1 LADO PONCHADO;ELECTRICOS;4086
1884;PLUG RJ45 2 LADO PONCHADO;ELECTRICOS;4087
1880;PLUG TERMINAL RJ11;ELECTRICOS;4085
1882;PLUG TERMINAL RJ45;ELECTRICOS;4085
3610;POLEAS Y PIÃ¯Â¿Â½ONES PARA PROYECTOS UNIDAD;HERRAMIENTA MANUAL;
1458;"POLICHADORA 10"" 110W PRETUL";HERRAMIENTA ELECTRICA;26400
1885;PLASTICO O POLIETILENO NEGRO 3M X 1MT;CONSTRUCCION;308
1886;POMA CUADRANTE;GRIFERIA;
1887;POMA ESTRIADA PRISMA;GRIFERIA;
1888;POMA ESTRIADA URANO;GRIFERIA;
3207;POMA MEZCLADOR AQUARIUS GERFOR;GRIFERIA;526
1889;POMA UNIVERSAL PRISMA;GRIFERIA;
1890;POMA UNIVERSAL URANO;GRIFERIA;
1892;POMADA LA UNICA GRANDE;ELECTRICOS;
1891;POMADA PARA SOLDAR PEQUEÃ¯Â¿Â½A;ELECTRICOS;
1893;POMO PARA POLICHADORA PRETUL;HERRAMIENTA MANUAL;16709
1896;PONCHO UNITALLA PRETUL;DOTACION INDUSTRIAL;21541
1898;PORTA FUSIBLE TUBULAR;ELECTRICOS;
1899;PORTA PILA 9V;ELECTRICOS;
1900;PORTA PILA AA;ELECTRICOS;
1901;PORTA ROLLO BLANCO RIOPLAST;GRIFERIA;
3571;"PORTACANDADO 11/2"" INDUMA";TORNILLERIA;
3572;"PORTACANDADO 2"" INDUMA";TORNILLERIA;
3573;"PORTACANDADO 41/2"" INDUMA";TORNILLERIA;
1902;PORTACANDADO AJUSTABLE 41/2 VERA;CERRAJERIA Y SEGURIDAD;
1904;PORTAFUSILE COLOR;ELECTRICOS;
1905;PORTALAMPARA SOCKET BI PIN GU5 HALOGENO;ELECTRICOS;
1906;PORTALAMPARA CON CLAVIJA;ELECTRICOS;
1907;PORTALAMPARA CORREDERA PASADOR;ELECTRICOS;
1909;PORTALAMPARA DE CAUCHO CODELCA;ELECTRICOS;
1910;PORTALAMPARA DE CAUCHO ECO;ELECTRICOS;
1913;SOLDADURA EN FRIO POXITANKE BLANCO 85 G;PEGANTES;42497
1914;SOLDADURA EN FRIO POXITANKE METÃ¯Â¿Â½LICO 85 G;PEGANTES;42498
1915;SOLDADURA EN FRIO POXITANKE NEGRO 85 G;PEGANTES;42500
3596;"PRENSA DE BANCO 6"" HIERRO,PRETUL";HERRAMIENTA MANUAL;26043
1916;PRENSA EN C DE HIERRO PRETUL;HERRAMIENTA MANUAL;27200
1917;"PRISIONEROS 1/4""";TORNILLERIA;
1918;"PRISIONEROS 3/16""";TORNILLERIA;
1919;"PRISIONEROS 5/16""";TORNILLERIA;
3344;CARETA PROTECTOR FACIAL TRUPER;DOTACION INDUSTRIAL;14221
1920;PROTOBOARD WV 100;ELECTRICOS;
1924;PULIDORA 1/2 DWE 4010 DEWALT;HERRAMIENTA ELECTRICA;10353279
1922;"PULIDORA ANGULAR 4-1/2"" 500W PRETUL";HERRAMIENTA ELECTRICA;21355
1921;"PULIDORA ANGULAR 4-1/2"" PROFESIONAL 700W PRETUL";HERRAMIENTA ELECTRICA;24035
1923;"PULIDORA ANGULAR 4-1/2"" PROFESIONAL 800 W TRUPER";HERRAMIENTA ELECTRICA;"""Marca Truper, Modelo ESMA-4-1/2A9, Voltaje 110V, Velocidad máxima de pulido 11.000 rpm, Velocidad mínima de pulido 0 rpm, Potencia 800 W, Peso 2 kg  """"Motor de 800 W, montado sobre balero de bolas para mayor vida útil y mejor desempeño• Mango ajustable a 3 posiciones para mayor control• Diseño delgado, compacto y ligero• Interruptor con función de uso continuo• Para esmerilar y cortar acero, ladrillos, azulejos y piedraFICHA TÉCNICA• Potencia: 800 W• Diámetro del disco: 4 1/2"""""""" (115 mm)• Velocidad: 11,000 rpm• Eje: 5/8 -11• Tensión / Frecuencia: 127 V / 60 Hz• Consumo: 5.9 A• Ciclo de trabajo: 30 minutos de trabajo por 15 minutos de descanso. Máximo diario 3 horas• Peso: 2 kg• Empaque individual: CajaINCLUYE• Llave de dos puntas• Mango auxiliar• Guarda de ajuste• Disco abrasivo para desbaste de metal"""
3615;PULPO 1.5 MT;SOGAS Y CADENAS;
1925;PULSADOR REDONDO MINI;ELECTRICOS;24
1926;PULSADOR REDONDO GRANDE;ELECTRICOS;285
1927;PULSADOR TIMBRE SENCILLO DUOMO BLANCO AVE;ELECTRICOS;83984
3410;PUNTA  ESTRELLA X ESTRELLA;HERRAMIENTA MANUAL;100137318
3456;PUNTA ESTRELLA PARA DRYWALL;HERRAMIENTA MANUAL;26110
3322;PUNTA PALA Y ESTRELLA;HERRAMIENTA MANUAL;
1930;PUNTERO DE HIERRO;HERRAMIENTA MANUAL;2113
2598BCA;"PUNTILLA CON CABEZA 1"" X 500 GM CABALLO";TORNILLERIA;734
2598CA;"PUNTILLA CON CABEZA 1"" X 400 GM";TORNILLERIA;729
2599CA;PUNTILLA CON CABEZA 11/2 X 400 GM;TORNILLERIA;726
2599;"PUNTILLA CON CABEZA 11/2""  UN";TORNILLERIA;726
3196;"PUNTILLA CON CABEZA 2""  UN";TORNILLERIA;1016
3089CA;PUNTILLA CON CABEZA 21/2 X 400 GM;TORNILLERIA;2887
3089;"PUNTILLA CON CABEZA 21/2""  UN";TORNILLERIA;2887
3420CA;PUNTILLA CON CABEZA 3 X 400 GM;TORNILLERIA;2297
3420;"PUNTILLA CON CABEZA 3"" UN";TORNILLERIA;2297
3316CAB;"PUNTILLA CON CABEZA 3/4"" CABALLO";TORNILLERIA;741
3316;"PUNTILLA CON CABEZA 3/4"" UN";TORNILLERIA;741
3377CA;PUNTILLA CON CABEZA 31/2 X 400 GM;TORNILLERIA;725
3377;"PUNTILLA CON CABEZA 31/2"" UN";TORNILLERIA;725
3487CA4;PUNTILLA CON CABEZA 4 X 400 GM;TORNILLERIA;
3487CA8;PUNTILLA CON CABEZA 4 X 800 GM;TORNILLERIA;731
3487;"PUNTILLA CON CABEZA 4""  UN";TORNILLERIA;731
3498CA4;PUNTILLA CON CABEZA 5 X 400 GM;TORNILLERIA;
3498CA8;PUNTILLA CON CABEZA 5 X 800 GM CORSAN;TORNILLERIA;10013661
3498;"PUNTILLA CON CABEZA 5"" UN";TORNILLERIA;
3503CA8;PUNTILLA CON CABEZA 6 X 800 GM CORSAN;TORNILLERIA;10015213
3503CAB;"PUNTILLA CON CABEZA 6"" CABALLO";HERRAJES Y SOPORTES;2165
3503;"PUNTILLA CON CABEZA 6"" UN";HERRAJES Y SOPORTES;2165
3504CA;"PUNTILLA SIN CABEZA 1"" X 500G CABALLO";TORNILLERIA;743
3504;"PUNTILLA SIN CABEZA 1"" CABALLO UN";TORNILLERIA;743
3509CA;"PUNTILLA SIN CABEZA 3/4"" CABALLO";TORNILLERIA;
3509;"PUNTILLA SIN CABEZA 3/4"" CABALLO UN";TORNILLERIA;
3188;PUNZON PARA BARRENAR;HERRAMIENTA MANUAL;12222
1944;PVA 1/4 ENAR;CONSTRUCCION;187
1945;PVA 1 GALON  ENAR;CONSTRUCCION;
1946;QUITA MANCHAS GOTERO PEQUEÃ¯Â¿Â½O;ASEO;
1947;QUITA OXIDO GOTERO PEQUEÃ¯Â¿Â½O;ASEO;
1948;QUITA TINTAS GOTERO PEQUEÃ¯Â¿Â½O;ASEO;
1949;RACOR 3 ROSCAS;PARTES Y REPUESTOS;
1950;RACOR BRONCE PARA MANGUERA KAUDAL;GRIFERIA;50
1951;RACOR MACHO 3/8 GAS;TUBERIAS Y ACCESORIOS;
1952;RACOR PIPA GAS PROPANO LIVIANO;TUBERIAS Y ACCESORIOS;16461
1953;RACOR PIPA GAS PROPANO PESADO;TUBERIAS Y ACCESORIOS;1647
1954;RACOR PIPA MACHO (NATURAL);TUBERIAS Y ACCESORIOS;
1955;RACOR PLASTICO PARA MANGUERA;TUBERIAS Y ACCESORIOS;
1957;RAFIA MILENIO 10 MM 3/8 X 1MT;SOGAS Y CADENAS;10240159
1956;RAFIA MILENIO 13 MM 1/2 (200) 1MT;SOGAS Y CADENAS;1756
1959;RAFIA MILENIO 6 MM 1/4 (500) 1MT;SOGAS Y CADENAS;1770
1958;RAFIA MILENIO 8 MM 5/16 X 1MT;SOGAS Y CADENAS;10240161
3186;RASPADOR DE PINTURA;HERRAMIENTA MANUAL;16951
3527;RASPADOR DE PINTURA MINI;PINTURAS Y DISOLVENTES;FYB25
3454;RATCHET CABEZA REDONDA MANDO 3/8 PRETUL;HERRAMIENTA MANUAL;21160
1960;RATCHET LIBERACION RAPIDA 1/2 PRETUL;HERRAMIENTA MANUAL;21150
1961;"RATCHET TRIPLE MANDO 1/4""- 3/8""- 1/2"" TRUPER";HERRAMIENTA MANUAL;"""""""Marca -GENERICA, Modelo 18126, Tipo de llave Allen, Acabado de la llave Brillante, Medidas del cabezal 1/2"""""""" - 3/8"""""""" - 1/4"""""""", Tamaño de la llave 25.5 CM DE LARGO, Tipo de cabezal Ajustable, Materiales CROMO VANADIUM CON MANGO ENCAUCHETADO, Con mango antideslizante Sí, Con diseño ergonómico Sí """" """"MANGO RATCHET 3 CUADRANTES ( 1/2'' ) ( 3/8'' ) ( 1/4'' ).ESTA HERRAMIENTA NOS BRINDA LA POSIBILIDAD DE TRABAJAR COPAS CON LOS 3 CUADRANTES MÁS COMUNES.- ES IDÓNEA PARA TRABAJOS AUTOMOTRICES.- ESTA FABRICADO EN CROMO VANADIUM DE ALTA RESISTENCIA- POSEE AGARRE ENCAUCHETADO PARA MAYOR COMODIDAD.- LARGO DEL RATCHET : 10"""""""" ( 25.5CM )."""
1962;REFLECTOR LED 10W KALLEY;ELECTRICOS;89143
1963;REFLECTOR LED 30W KALLEY;ELECTRICOS;89150
3185;"DUCHA REGADERA CUADRADA 8"" ACERO INOXIDABLE SATINADA";GRIFERIA;YW128
3677;"DUCHA REGADERA REDONDA 6"" EN ACERO INOX";GRIFERIA;YW393
1964;"DUCHA REGADERA REDONDA ABS CROMO 8"" BOCHERINI";GRIFERIA;723C
1965;"DUCHA REGADERA REDONDA ACERO INOX 4"" BOCHERINI";GRIFERIA;YW002
1966;"DUCHA REGADERA REDONDA ACERO INOX 8"" BOCHERINI";GRIFERIA;YW004
1968;VALVULA BOLA 1/2  VERONI;TUBERIAS Y ACCESORIOS;24371
1967;VALVULA BOLA 1/4 VERONI;GRIFERIA;33170
1969;VALVULA BOLA LATON 3/4 PN 40 VERONI;TUBERIAS Y ACCESORIOS;25162
1970;VALVULA BOLA 3/8 VERONI;TUBERIAS Y ACCESORIOS;2516
1971;REGISTRO DUCHA BRIZA GRIVAL;GRIFERIA;669
1972;REGISTRO DUCHA GELF-PESADO UDUKE;GRIFERIA;
1974;REGISTRO DUCHA PLUS GERFOR;GRIFERIA;12762
1973;REGISTRO DUCHA POMA CROMADA ARTESA GRIVAL;GRIFERIA;89992
1975;VALVULA GAS GRINACA;GRIFERIA;
1976;VALVULA GAS PESADO CROMADO KAUDAL;GRIFERIA;D1431
1977;VALVULA GAS T/P BRONCE;TUBERIAS Y ACCESORIOS;33218
3462;REGLETA CALIBRADOR DE TUERCAS Y TORNILLOS 22CM TRUPER;HERRAMIENTA MANUAL;Marca Truper, Modelo REGLA-22, Tipo de calibrador Mecánico, Material Plástico, Tipos de mediciones Std y mm de diámetros, Cuerda y longitud, Con botón de ajuste a cero No, Con apagado automático No, Con USB No, Incluye estuche No  Lo que tienes que saber de este producto, De plástico.Tipo de mediciones: std y mm de diámetros., De plástico.Tipo de mediciones: std y mm de diámetros.
1978;REGLETA N 30 CADA 4 TORNILLOS;ELECTRICOS;2746
1979;REGLETA N 40 CADA 4 TORNILLOS;ELECTRICOS;274
1980;REGULADOR PARA GAS TAIWANES;TUBERIAS Y ACCESORIOS;
1981;"REJILLA REPUESTO ALUMINIO 11/2""";GRIFERIA;
1982;"REJILLA REPUESTO ALUMINIO 2""";GRIFERIA;
1983;"REJILLA REPUESTO ALUMINIO 3""";GRIFERIA;
1984;"REJILLA REPUESTO ALUMINIO 4""";GRIFERIA;
1985;"REJILLA REPUESTO PVC 11/2""";GRIFERIA;
1986;"REJILLA REPUESTO PVC 2""";GRIFERIA;
1987;"REJILLA REPUESTO PVC 3""";GRIFERIA;
1988;"REJILLA REPUESTO PVC 4""";GRIFERIA;
1989;"REJILLA REPUESTO PVC 5""";GRIFERIA;
1990;REJILLA SIFON PVC 3X11/2;GRIFERIA;
1991;REJILLA SIFON PVC 3X2;GRIFERIA;
1992;REJILLA SIFON PVC 4X3;GRIFERIA;
1993;REJILLA SOSCO ALUMINIO 3X11/2;GRIFERIA;
1994;REJILLA SOSCO ALUMINIO 3X2;GRIFERIA;
1995;REJILLA SOSCO ALUMINIO 4X3;GRIFERIA;
1996;REJILLA SOSCO PVC 3X11/2 RIOPLAST;GRIFERIA;12009
1997;REJILLA SOSCO PVC 3X2 RIOPLAST;GRIFERIA;12012
1998;REJILLA SOSCO PVC 4X3 RIOPLAST;GRIFERIA;12018
1999;REJILLA VENTILACION 15X15;GRIFERIA;
2000;REJILLA VENTILACION 20X20;GRIFERIA;
2001;REJILLA VENTILACION PERCIANA 15X15 RIOPLAST GAS;GRIFERIA;
2002;REJILLA VENTILACION PERCIANA 20X20 RIOPLAST GAS;GRIFERIA;12315
2003;"REMACHADORA 10"" PRETUL";HERRAMIENTA MANUAL;22850
2004;REMACHADORA 3 BOCAS STANLEY;HERRAMIENTA MANUAL;44660
1292;REMACHADORA DE FUELLE TRUPER;HERRAMIENTA MANUAL;17962
3574;REMACHE MEJICANO 6 - 12 U;TORNILLERIA;
3575;REMACHE MEJICANO 6 - 14 U;TORNILLERIA;
3576;REMACHE MEJICANO 6 - 10 U;TORNILLERIA;
3577;REMACHE MEJICANO 6 - 8 U;TORNILLERIA;
2009C;REMACHE POP 4-10 1/8 X 5/8 50;TORNILLERIA;
2009CA;REMACHE POP 4-10 1/8 X 5/8 500 U CAJA;TORNILLERIA;
2009D;REMACHE POP 4-10 1/8 X 5/8 DOC;TORNILLERIA;
2009;REMACHE POP 4-10 1/8 X 5/8 UN;TORNILLERIA;
2013C;REMACHE POP 4-2 1/8 X 1/4 50;TORNILLERIA;
2013CA;REMACHE POP 4-2 1/8 X 1/4 500U CAJA;TORNILLERIA;
2013D;REMACHE POP 4-2 1/8 X 1/4 DOC;TORNILLERIA;
2013;REMACHE POP 4-2 1/8 X 1/4 UN;TORNILLERIA;
2017C;REMACHE POP 4-4 1/8 X 3/8 50;TORNILLERIA;
2017CA;REMACHE POP 4-4 1/8 X 3/8 500U CAJA;TORNILLERIA;
2017D;REMACHE POP 4-4 1/8 X 3/8 DOC;TORNILLERIA;
2017;REMACHE POP 4-4 1/8 X 3/8 UN;TORNILLERIA;
2021C;REMACHE POP 4-6 1/8 X 1/2 50;TORNILLERIA;
2021CA;REMACHE POP 4-6 1/8 X 1/2 500U CAJA;TORNILLERIA;
2021D;REMACHE POP 4-6 1/8 X 1/2 DOC;TORNILLERIA;
2021;REMACHE POP 4-6 1/8 X 1/2 UN;TORNILLERIA;
2025C;REMACHE POP 4-8 1/8 X 5/8 50;TORNILLERIA;
2025CA;REMACHE POP 4-8 1/8 X 5/8 500U CAJA;TORNILLERIA;
2025D;REMACHE POP 4-8 1/8 X 5/8 DOC;TORNILLERIA;
2025;REMACHE POP 4-8 1/8 X 5/8 UN;TORNILLERIA;
2029C;REMACHE POP 5-10 5/32 X 3/4 50;TORNILLERIA;
2029CA;REMACHE POP 5-10 5/32 X 3/4 500U CAJA;TORNILLERIA;
2029D;REMACHE POP 5-10 5/32 X 3/4 DOC;TORNILLERIA;
2029;REMACHE POP 5-10 5/32 X 3/4 UN;TORNILLERIA;
2033C;REMACHE POP 5-2 5/32 X 1/4 50;TORNILLERIA;
2033CA;REMACHE POP 5-2 5/32 X 1/4 500U CAJA;TORNILLERIA;
2033D;REMACHE POP 5-2 5/32 X 1/4 DOC;TORNILLERIA;
2033;REMACHE POP 5-2 5/32 X 1/4 UN;TORNILLERIA;
2037C;REMACHE POP 5-4 5/32 X 3/8 50;TORNILLERIA;
2037CA;REMACHE POP 5-4 5/32 X 3/8 CAJA;TORNILLERIA;
2037D;REMACHE POP 5-4 5/32 X 3/8 DOC;TORNILLERIA;
2037;REMACHE POP 5-4 5/32 X 3/8 UN;TORNILLERIA;
2041C;REMACHE POP 5-6 5/32 X 1/2 50;TORNILLERIA;
2041CA;REMACHE POP 5-6 5/32 X 1/2 500U CAJA;TORNILLERIA;
2041D;REMACHE POP 5-6 5/32 X 1/2 DOC;TORNILLERIA;
2041;REMACHE POP 5-6 5/32 X 1/2 UN;TORNILLERIA;
2045C;REMACHE POP 5-8 5/32 X 5/8 50;TORNILLERIA;
2045CA;REMACHE POP 5-8 5/32 X 5/8 CAJA;TORNILLERIA;
2045D;REMACHE POP 5-8 5/32 X 5/8 DOC;TORNILLERIA;
2045;REMACHE POP 5-8 5/32 X 5/8 UN;TORNILLERIA;
2049C;REMACHE POP 6-10 3/16 X 3/4 50;TORNILLERIA;
2049CA;REMACHE POP 6-10 3/16 X 3/4 250U CAJA;TORNILLERIA;
2049D;REMACHE POP 6-10 3/16 X 3/4 DOC;TORNILLERIA;
2049;REMACHE POP 6-10 3/16 X 3/4 UN;TORNILLERIA;
2053C;REMACHE POP 6-12 3/16 X 1 50;TORNILLERIA;
2053CA;REMACHE POP 6-12 3/16 X 1 250U CAJA;TORNILLERIA;
2053D;REMACHE POP 6-12 3/16 X 1 DOC;TORNILLERIA;
2053;REMACHE POP 6-12 3/16 X 1 UN;TORNILLERIA;
2057C;REMACHE POP 6-14 3/16 X 11/16 50;TORNILLERIA;
2057CA;REMACHE POP 6-14 3/16 X 11/16 250U CAJA;TORNILLERIA;
2057D;REMACHE POP 6-14 3/16 X 11/16 DOC;TORNILLERIA;
2057;REMACHE POP 6-14 3/16 X 11/16 UN;TORNILLERIA;
2061C;REMACHE POP 6-2 3/16 X 1/4 50;TORNILLERIA;
2061CA;REMACHE POP 6-2 3/16 X 1/4 250U CAJA;TORNILLERIA;
2061D;REMACHE POP 6-2 3/16 X 1/4 DOC;TORNILLERIA;
2061;REMACHE POP 6-2 3/16 X 1/4 UN;TORNILLERIA;
2065C;REMACHE POP 6-4 3/16 X 3/8 50;TORNILLERIA;
2065CA;REMACHE POP 6-4 3/16 X 3/8 CAJA;TORNILLERIA;
2065D;REMACHE POP 6-4 3/16 X 3/8 DOC;TORNILLERIA;
2065;REMACHE POP 6-4 3/16 X 3/8 UN;TORNILLERIA;
2069C;REMACHE POP 6-6 3/16 X 1/2 50;TORNILLERIA;
2069D;REMACHE POP 6-6 3/16 X 1/2 DOC;TORNILLERIA;
2069;REMACHE POP 6-6 3/16 X 1/2 UN;TORNILLERIA;
2073C;REMACHE POP 6-8 3/16 X 5/8 50;TORNILLERIA;
2073CA;REMACHE POP 6-8 3/16 X 5/8 CAJA;TORNILLERIA;
2073D;REMACHE POP 6-8 3/16 X 5/8 DOC;TORNILLERIA;
2073;REMACHE POP 6-8 3/16 X 5/8 UN;TORNILLERIA;
2078;REMOVEDOR DE PINTURA 1 GALON SUPER;PINTURAS Y DISOLVENTES;272
2074;REMOVEDOR DE PINTURA 1/2 G SUPER;PINTURAS Y DISOLVENTES;272
2075;REMOVEDOR DE PINTURA 1/32 G SUPER;PINTURAS Y DISOLVENTES;272
2076;REMOVEDOR DE PINTURA 1/4 G SUPER;PINTURAS Y DISOLVENTES;272
2077;REMOVEDOR DE PINTURA 1/8 G SUPER;PINTURAS Y DISOLVENTES;272
2079;REMOVEDOR DE PINTURA INCOLORO 1020 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;10014794
2080;REMOVEDOR DE PINTURA INCOLORO 1020 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;10014794
2081;REMOVEDOR DE PINTURA INCOLORO 1020 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;10014794
2082;REMOVEDOR DE PINTURA INCOLORO 1020 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;10014794
2083;REMOVEDOR DE PINTURA INCOLORO 1020 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;10014794
2084;REPUESTO MANIJA CRUCETA LLAVE;GRIFERIA;
2085;REPUESTO PARA CARETA FACIAL PF-500 TRUPER;DOTACION INDUSTRIAL;14222
2086;REPUESTO ROSCA ADAPTADOR PVC DUCHA;GRIFERIA;R-4C8
3179;RESISTENCIA DUCHA FUSION 120V BOCHERINI;GRIFERIA;R-5B9
2087;RESISTENCIA VICTORY 120 BOCHERINI;GRIFERIA;R-7B9
3362;TAPABOCAS RESPIRADOR PARTICULANTE 3M 9502 + N95;DOTACION INDUSTRIAL;49000
3197;RESPUESTO PARA RASPADOR DE PINTURA;PERFILES Y WINES;16952
2088;REVERBERO;HOGAR Y COCINA;2088
2089;"RIEL EXTENSION 12""  3OCM U FORTE";HERRAJES Y SOPORTES;26180SE VENDE LA BOLSA COMPLETA ES PARA UN CAJON
2093;"RODACHINA GIRATORIA PLATAFORMA 1"" LIVIANA";HERRAJES Y SOPORTES;
2094;RODACHINA PISO RPL 30 NYLON;HERRAJES Y SOPORTES;
2095;RODACHINA PISO RPL 10 METALICA;HERRAJES Y SOPORTES;
2096;"RODILLO ESPUMA 9"" DEKO GOYA";PINTURAS Y DISOLVENTES;1234
2097;"RODILLO FELPA OVEJERO 3"" GOYA";PINTURAS Y DISOLVENTES;1193
2098;"RODILLO FELPA OVEJERO 9"" GOYA";PINTURAS Y DISOLVENTES;1191
2099;"RODILLO FELPA POLILANA 9"" GOYA";PINTURAS Y DISOLVENTES;1180
2100;"RODILLO HILO BRICOLAGE 3"" GOYA";PINTURAS Y DISOLVENTES;3639
2101;"RODILLO HILO BRICOLAGE 6"" GOYA";PINTURAS Y DISOLVENTES;
2103;"RODILLO HILO POLIMAX 9"" GOYA";PINTURAS Y DISOLVENTES;1178
2104;"RODILLO INDUSTRIAL JR 9""";PINTURAS Y DISOLVENTES;
2105;"RODILLO JUNIOR POLIESTER TH 1 1/2"" GOYA";PINTURAS Y DISOLVENTES;1197
2110;"RODILLO JUNIOR POLIESTER TH 6"" GOYA";PINTURAS Y DISOLVENTES;1202
2111;"RODILLO PITUFO VERDE 3"" JR";PINTURAS Y DISOLVENTES;1202
2113;ROSETA CANDELABRO;ELECTRICOS;416
2091;ROSETA ESCOLAR;ELECTRICOS;
2114;ROSETA LINTERNA;ELECTRICOS;1173
2115;ROSETA LOZA;ELECTRICOS;419
2092;ROSETA NUOVA AVE 150W;ELECTRICOS;51277
2116;ROSETA PLASTICA MERCURY;ELECTRICOS;
1908;ROSETA PORTALAMPARA CUATRO PUNTAS LOZA;TUBERIAS Y ACCESORIOS;
1911;ROSETA PORTALAMPARA DOS PIEZAS PLASTICA;ELECTRICOS;
2120;RUBBING BLANCO 1 GALON SUPER;PINTURAS Y DISOLVENTES;294
2117;RUBBING BLANCO 1/32 G SUPER;PINTURAS Y DISOLVENTES;294
2118;RUBBING BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;294
2119;RUBBING BLANCO 1/8 G SUPER;PINTURAS Y DISOLVENTES;294
2121;RUBBING COMPOUND SIMONIZ 200 GR;LUBRICANTES;41888
2125;RUBBING ROJO 1 GALON SUPER;PINTURAS Y DISOLVENTES;296
2122;RUBBING ROJO 1/32 G SUPER;PINTURAS Y DISOLVENTES;296
2123;RUBBING ROJO 1/4 G SUPER;PINTURAS Y DISOLVENTES;296
2124;RUBBING ROJO 1/8 G SUPER;PINTURAS Y DISOLVENTES;296
2126;"RUEDA FLAP 1"" GRANO 80 TRUPER";HERRAMIENTA MANUAL;13034
2127;"RUEDA FLAP 2"" GRANO 80 TRUPER";HERRAMIENTA MANUAL;Marca Truper  RUEDA FLAP 2'' GRANO 80Código: 13037Especificaciones:Diámetro: 2'' (50 mm)Empaque: BlisterGrano: 80Grosor y Vástago: 1'' (25.4 mm) x 1/4'' (6.3 mm)Peso: 52.8 gRevoluciones máximas por minuto: 23,000 rpmZanco: 1/4''Características:Con vástago.Fabricado en óxido de aluminio.Gran flexibilidad.Usos:Aplicación: plástico, madera, fundición, lacas, pintura, metal ferroso y no ferroso. Ideales para lugares de difícil acceso. Para esmeril recto.
2128;"RUEDA FLAP 3"" GRANO 80 TRUPER";HERRAMIENTA MANUAL;Marca Truper  RUEDA FLAP 3'' GRANO 80Código: 13042 Especificaciones: Diámetro: 3'' (76 mm)Empaque: BlisterGrano: 80Grosor y Vástago: 1'' (25.4 mm) x 1/4'' (6.3 mm)Peso: 92.8 gRevoluciones máximas por minuto: 20,000 rpmZanco: 1/4''Características:Con vástago.Fabricado en óxido de aluminio.Gran flexibilidad.Usos:Aplicación: plástico, madera, fundición, lacas, pintura, metal ferroso y no ferroso.Ideales para lugares de difícil acceso. Para esmeril recto.
3612;ESPONJA SABRA VERDE;HOGAR Y COCINA;
2129;SEGUETA #18 NICHOLSON;HERRAMIENTA MANUAL;
2130;SEGUETA #24 NICHOLSON;HERRAMIENTA MANUAL;
2131;SEGUETA BIMETALICA 18 DPP TRUPER;HERRAMIENTA MANUAL;"""Marca Truper, Modelo 18100, Herramientas compatibles Seguetas  """"Segueta Bimetálica De 12"""""""", 18 Dpp Marca: Truper Código: 18100 CARACTERÍSTICAS ¤ Cuerpo flexible fabricado en acero para resorte que reduce el riesgo de rupturas. ¤ Dientes fabricados en acero M2 con trisque ondulado. ¤ Sometidas a tratamiento térmico que proporciona la dureza y resistencia exactas para cortes precisos además de gran durabilidad. ¤ Largo: 12"""""""" (305 mm). ¤ Dientes por pulgada: 18. PRINCIPALES USOS ¤ Herrería, albañilería, plomería, carpintería, mecánica, etcétera. ¤ Para cortes rápidos y gruesos. DIMENSIONES DEL PRODUCTO 31 cm x 0.1 cm x 1.3 cm FACTURA ELECTRÓNICA Todos nuestros productos ofertados son con IVA incluido, por lo que podrás solicitar tu factura electrónica después de que realices la compra."""""""
1376;SEGUETA CALADORA EN U UNIDAD TRUPER;HERRAMIENTA MANUAL;16129
