Nombre;Referencia;Categoria;Descripcion
"TEE SANITARIO 11/2""";2412;TUBERIAS Y ACCESORIOS;1134
"TEE SANITARIO 2""";2413;TUBERIAS Y ACCESORIOS;1135
"TEE SANITARIO 3""";2414;TUBERIAS Y ACCESORIOS;1136
"TEE SANITARIO 4""";2415;TUBERIAS Y ACCESORIOS;1137
"TEE SANITARIO REDUCIDA 3""X 2";2416;TUBERIAS Y ACCESORIOS;1139
TEJA PLASTICA MARFIL TIPO ETERNIT #5 152X92CM GERFOR;228;CONSTRUCCION;20262
TEJA PLASTICA MARFIL TIPO ETERNIT #6 183X92CM GERFOR;244;CONSTRUCCION;20279
TEJANIT 1/32 PARA TEJA DE ETERNIT;3190;CONSTRUCCION;
TELA POLIESTER IMPERMEABILIZANTE 1X 1MT;2423;CONSTRUCCION;
TELA VERDE POLISOMBRA 2MT X1MT;2424;CONSTRUCCION;76766
"TENAZA CARPINTERO 8""";2425;HERRAMIENTA MANUAL;17380
TENSOR 3/16;2426;TORNILLERIA;
TENSOR 3/8;2427;TORNILLERIA;
TENSOR 5/16;2428;TORNILLERIA;
TERMINAL ANILLO  3/8 10 MM CABLE 22-16 AWG ROJO MAX 19A;3238;ELECTRICOS;TECO-006
TERMINAL ANILLO  5/32 4 MM CABLE 16-14 AWG AZUL MAX 27A;3256;ELECTRICOS;TECO-008
TERMINAL ANILLO 1/2 12 MM CABLE 12-10 AWG AMARILLO MAX 48A;3244;ELECTRICOS;TECO-019
TERMINAL ANILLO 1/4 6 MM CABLE 12-10 AWG AMARILO MAX 48A;3247;ELECTRICOS;TECO-016
TERMINAL ANILLO 1/4 6 MM CABLE 16-14 AWG AZUL MAX 27A;3255;ELECTRICOS;TECO-010
TERMINAL ANILLO 1/4? 6 MM CABLE 22-16 AWG ROJO MAX 19A;3234;ELECTRICOS;TECO-004
"TERMINAL ANILLO 1/8"" 3.5 MM CABLE 22-16 AWG ROJO MAX 19A";3235;ELECTRICOS;TECO-001
TERMINAL ANILLO 1/8? 3.5 MM CABLE 12-10 AWG AMARILLO MAX 48A;3249;ELECTRICOS;TECO-013
TERMINAL ANILLO 1/8? 3.5 MM CABLE 16-14 AWG AZUL MAX 27A;3236;ELECTRICOS;TECO-007
TERMINAL ANILLO 3/16? 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;3253;ELECTRICOS;TECO-015
TERMINAL ANILLO 3/8? 10 MM CABLE 12-10 AWG AMARILLO MAX 48A;3248;ELECTRICOS;TECO-018
TERMINAL ANILLO 3/8? 10 MM CABLE 16-14 AWG AZUL MAX 27A;3242;ELECTRICOS;TECO-012
TERMINAL ANILLO 5/16? 8 MM CABLE 16-14 AWG AZUL MAX 27A;3245;ELECTRICOS;TECO-011
TERMINAL ANILLO 5/16? 8 MM CABLE 22-16 AWG ROJO MAX 19A;3239;ELECTRICOS;TECO-005
TERMINAL ANILLO 5/32? 4 MM CABLE 12-10 AWG AMARILLO MAX 48A;3259;ELECTRICOS;TECO-014
TERMINAL ANILLO 5/32? 4 MM CABLE 22-16 AWG COLOR ROJO MAX 19A;3237;ELECTRICOS;TECO-002
"TERMINAL ANILLO COBRE 1/4"" 6 MM CABLE 8 AWG";3651;ELECTRICOS;TEEL-002
"TERMINAL ANILLO COBRE 3/16"" 5 MM CABLE 8 AWG";3650;ELECTRICOS;TEEL-001
"TERMINAL ANILLO COBRE 3/8"" 10 MM CABLE 8 AWG";3652;ELECTRICOS;TEEL-003
"TERMINAL ANILLO COBRE 5/16"" 8 MM CABLE 8 AWG";3653;ELECTRICOS;TEEL-004
TERMINAL COBRE 150 A;3405;ELECTRICOS;2585
TERMINAL COBRE 250 A;3404;ELECTRICOS;
TERMINAL COBRE BATERIA ABIERTO CABLE 4-2 AWG MAX 95A;3654;ELECTRICOS;TEEL-023
TERMINAL CONDUIT 1 PAVCO;2429;TUBERIAS Y ACCESORIOS;10221
"TERMINAL CONDUIT 1""";2430;TUBERIAS Y ACCESORIOS;
"TERMINAL CONDUIT 1/2""";2431;TUBERIAS Y ACCESORIOS;
TERMINAL CONDUIT 3/4 PVC PAVCO;2432;TUBERIAS Y ACCESORIOS;
"TERMINAL CONDUIT 3/4""";2433;TUBERIAS Y ACCESORIOS;
TERMINAL CORTINA 3/4 CAFE;2434;HERRAJES Y SOPORTES;
TERMINAL CORTINA 3/4 DORADA;2435;HERRAJES Y SOPORTES;
TERMINAL CORTINA 3/4 PLATEADA;2436;HERRAJES Y SOPORTES;
TERMINAL CORTINA 5/8 CAFE;2437;HERRAJES Y SOPORTES;
TERMINAL CORTINA 5/8 DORADO;2438;HERRAJES Y SOPORTES;
TERMINAL CORTINA 5/8 PLATEADO;2439;HERRAJES Y SOPORTES;
TERMINAL DE COBRE MACHO O HEMBRA;3431;ELECTRICOS;
TERMINAL EMPALME TOPE, PARA CABLE 12-10 AWG, CON AISLANTE AMARILLO MAX 48A;3647;ELECTRICOS;TECO-071
"TERMINAL HEMBRA MACHO 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";3634;ELECTRICOS;TECO-050
"TERMINAL HEMBRA RECTA 110"" CABLE 22-16 AWG ROJO MAX 19A";3620;ELECTRICOS;TECO-034
TERMINAL HEMBRA RECTA 187 CABLE 16-14 AWG AZUL MAX 27A;3622;ELECTRICOS;TECO-036
TERMINAL HEMBRA RECTA 187 CABLE 22-16 AWG ROJO MAX 19A;3621;ELECTRICOS;TECO-035
"TERMINAL HEMBRA RECTA 250"" 1/4"" CABLE 16-14 AWG AMARILLO MAX 27A";3636;ELECTRICOS;TECO-053
"TERMINAL HEMBRA RECTA 250"" 1/4"" CABLE 22-16AWG ROJO MAX 19A";3635;ELECTRICOS;TECO-052
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 12-10 AWG AMARILLO MAX 48A";3625;ELECTRICOS;TECO-039
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";3624;ELECTRICOS;TECO-038
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 22-16 AWG ROJO MAX 19A";3623;ELECTRICOS;TECO-037
"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 22-16 AWG ROJO MAX 19A";3628;ELECTRICOS;TECO-042
"TERMINAL HEMBRA RECTA 250 1/4""CABLE 12-10 AWG AMARILLO MAX 48A";3630;ELECTRICOS;TECO-044
"TERMINAL HEMBRA RECTA 250 o  1/4"" CABLE 16-14 AWG AZUL MAX 27A";3629;ELECTRICOS;TECO-043
TERMINAL HEMBRA RECTA 312 CABLE 16-14 AWG AZUL MAX 27A;3626;ELECTRICOS;TECO-040
TERMINAL HEMBRA RECTA 375 CABLE 12-10 AWG AMARILLO MAX 48A;3627;ELECTRICOS;TECO-041
"TERMINAL HEMBRA REDONDA 156"" 4 MM CABLE 22-16 AWG ROJO MAX 19A";3642;ELECTRICOS;TECO-061
TERMINAL HEMBRA REDONDA 156 4 MM CABLE 16-14 AWG AZUL MAX 27A;3643;ELECTRICOS;TECO-063
TERMINAL HEMBRA REDONDA 195 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;3645;ELECTRICOS;TECO-065
TERMINAL HEMBRA REDONDA 195 5 MM CABLE 16-14 AWG AZUL MAX 27A;3644;ELECTRICOS;TECO-064
TERMINAL HORQUILLA 1/4 6 MM CABLE 12-10 AWG AMARILLO MAX 48A;3618;ELECTRICOS;TECO-032
TERMINAL HORQUILLA 1/4 6 MM CABLE 16-14 AWG AZUL MAX 27A;3254;ELECTRICOS;TECO-027
TERMINAL HORQUILLA 1/4 6 MM CABLE 22-16 AWG ROJO MAX 19A;3240;ELECTRICOS;TECO-023
"TERMINAL HORQUILLA 1/8"" 3.5 MM CABLE 22-16 AWG ROJO MAX 19A";3241;ELECTRICOS;TECO-020
TERMINAL HORQUILLA 1/8 3.5 MM CABLE 12-10 AWG AMARILLO MAX 48A;3258;ELECTRICOS;TECO-029
TERMINAL HORQUILLA 1/8 3.5 MM CABLE 16-14 AWG AZUL MAX 27A;3250;ELECTRICOS;TECO-024
TERMINAL HORQUILLA 3/16 5 MM CABLE 16-14 AWG AZUL MAX 27A;3252;ELECTRICOS;TECO-026
TERMINAL HORQUILLA 3/16 5 MM CABLE 22-16 AWG ROJO MAX 19A;3243;ELECTRICOS;TECO-022
TERMINAL HORQUILLA 5/16 8 MM CABLE 16-14 AWG AZUL MAX 27A;3257;ELECTRICOS;TECO-028
TERMINAL HORQUILLA 5/16 8 MM CABLE AWG AMARILLO MAX 48A;3619;ELECTRICOS;TECO-033
"TERMINAL HORQUILLA 5/32 "" 4 MM CABLE 22-16 AWG ROJO MAX 19A";3251;ELECTRICOS;TECO-021
TERMINAL HORQUILLA 5/32 4 MM CABLE 16-14 AWG AZUL MAX 27A;3246;ELECTRICOS;TECO-025
TERMINAL MACHO PLANO 187 CABLE 16-14 AWG AZUL MAX 27A;3631;ELECTRICOS;TECO-046
"TERMINAL MACHO PLANO 250"" 1/4"" CABLE 16-14 AWG AMARILLO MAX 27A";3638;ELECTRICOS;TECO-055
"TERMINAL MACHO PLANO 250"" 1/4"" CABLE 22-16 AWG ROJO MAX 19A";3637;ELECTRICOS;TECO-054
"TERMINAL MACHO PLANO 250 1/4 "" CABLE 12-10 AWG AMARILLO MAX 48A";3633;ELECTRICOS;TECO-048
"TERMINAL MACHO PLANO 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";3632;ELECTRICOS;TECO-047
TERMINAL MACHO REDONDO 156 4 MM CABLE 16-14 AWG AZUL MAX 27A;3639;ELECTRICOS;TECO-058
TERMINAL MACHO REDONDO 195 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;3641;ELECTRICOS;TECO-060
TERMINAL MACHO REDONDO 195 5 MM CABLE 16-14 AWG AZUL CORRIENTE MAX 27A;3640;ELECTRICOS;TECO-059
TERMINAL OJO 1/8 - 5/32 - 3/16;3692;ELECTRICOS;
TERMINAL ANTENA ROSCA RG 6 OCCI;2440;ELECTRICOS;
TERMINAL PIN PUNTA DE CABLE 12-10 AWG AMARILLO MAX 48A;3646;ELECTRICOS;TECO-068
TERMINAL TELMEX ANTENA NEGRA TAURUS;2443;ELECTRICOS;
TESTER 14 CM TIPO ESFERO TRUPER;2444;ELECTRICOS;13988Ideal para circuitos de corriente alterna de 100-500 V.Punta de acero al cromo vanadio.Mango de acrï¿½lico transparente con indicador de luz.Clip tipo pluma para portar en el bolsillo.Funciona al tocar.
TESTER 19 CM TRUPER;2445;ELECTRICOS;13989Ideal para circuitos de corriente alterna 100-500 V.Punta de acero al cromo vanadio.Mango acrï¿½lico transparente, aislado para mayor seguridad con indicador de luz.Clip tipo pluma para portar en el bolsillo.Funciona al tocar.
TESTER DIGITAL DE TENSION TRUPER;2447;ELECTRICOS;18333Mediciï¿½n individual de C.A. / C.C. 12 - 36 - 55 - 110 - 220 V.Cuerpo fabricado en ABS.Punta tipo desarmadorCon clip tipo pluma para llevar en el bolsillo.Funciona al tocar.
THINNER EXTRAFINO 1 GALON CON ENVASE;2451;PINTURAS Y DISOLVENTES;
THINNER EXTRAFINO 1 GALON SIN ENVASE;2452;PINTURAS Y DISOLVENTES;50%
THINNER EXTRAFINO 1/2 BOTELLA 375CC;2448;PINTURAS Y DISOLVENTES;
THINNER EXTRAFINO 1/2 GALON;2449;PINTURAS Y DISOLVENTES;
THINNER EXTRAFINO 5 GALONES CON ENVASE;2453;PINTURAS Y DISOLVENTES;0.2
THINNER EXTRAFINO 5 GALONES SIN ENVASE;2454;PINTURAS Y DISOLVENTES;0.2
"TIJERA CASA OFICINA 6"" PRETUL";2455;HERRAMIENTA MANUAL;23187
TIJERA DE AVIACION CORTE RECTO;3463;HERRAMIENTA MANUAL;18531
TIJERA ECO PARA PODA 48 CM PRETUL;2456;HERRAMIENTA MANUAL;23060
"TIJERA ESCOLAR 4-1/2"" PRETUL";2457;HERRAMIENTA MANUAL;23240
"TIJERA CASA Y  OFICINA 7"" PRETUL";3345;DOTACION INDUSTRIAL;23186
"TIJERA OFICINA 8""PRETUL";2459;HERRAMIENTA MANUAL;23185
"TIJERA PARA SASTRE 8"" TRUPER";3593;HERRAMIENTA MANUAL;18550
TIJERA PODA CUCHILLA PASO PRETUL;2460;HERRAMIENTA MANUAL;23105
TIMBRE CON PLACA 110/150 VERA;2461;ELECTRICOS;233049
TIMBRE DING DONG BLANCO 110-150 VERA;2462;ELECTRICOS;233197
TIMBRE INALAMBRICO 110V VERA;2463;ELECTRICOS;13773
TIMBRE INALAMBRICO ECO;2464;ELECTRICOS;
"TIMBRE INDUSTRIAL 110 -150  4"" VERA";2465;ELECTRICOS;33239
TINTE CAOBA 200CC SUPER;2466;PINTURAS Y DISOLVENTES;82
TINTE CARAMELO 200CC SUPER;2467;PINTURAS Y DISOLVENTES;74
TINTE MIEL 200 CC SUPER;2468;PINTURAS Y DISOLVENTES;76
TINTE NEGRO 200 CC SUPER;2469;PINTURAS Y DISOLVENTES;86
MANIJA ZAMAK NIQUEL 88MM VERA;2471;HERRAJES Y SOPORTES;30809
TIZA INDUSTRIAL;3266;HERRAMIENTA MANUAL;
TOALLERO MULTIUSOS (GANCHO)PLASTGRIFOS;3295;HOGAR Y COCINA;
TOALLERO REDONDO PLASTGRIFOS;3305;GRIFERIA;
TOALLITAS PEQUEï¿½A;3382;ASEO;
TOMA  AEREA CODELCA 2X20;3296;ELECTRICOS;
TOMA AEREA DOMESTICA 15 AMP KONTIKI;2472;ELECTRICOS;FT1
TOMA AEREA INDUSTRIAL 15 AMP P/TIERRA KONTIKI;2474;ELECTRICOS;FT3
TOMA AEREA PLASTICA BLANCA AVE;2475;ELECTRICOS;51260
TOMA DOBLE GFCI BLANCA MERCURY;3199;ELECTRICOS;50852
TOMA DOBLE DE SOBREPONER MERCURY;3523;ELECTRICOS;
TOMA DOBLE SOBREPONER P/T BLANCA DUOMO AVE;2479;ELECTRICOS;35318
TOMA HUEVO SENCILLA DE SOBREPONER;2480;ELECTRICOS;
TOMA INCRUSTAR BIFASICA 20 A KONTIKI;2481;ELECTRICOS;FT12
TOMA INCRUSTAR TRIFASICA 20 A CODELCA;2482;ELECTRICOS;
TOMA TELEFONO RJ 11 + COAXIAL DUOMO AVE;2485;ELECTRICOS;
TOMA TELEFONO RJ11 (4h) DUOMO AVE;2484;ELECTRICOS;51048
TOMA TIPO LEVINTON BEIGE CON TAPA;2486;ELECTRICOS;
TOMA TRIFASICA 50A CODELCA;2487;ELECTRICOS;1955
TOMA TV COAXIAL DUOMO BLANCA;3608;ELECTRICOS;51048
TOPE DE RESORTE ZINC;2489;HERRAJES Y SOPORTES;
TOPE IMAN;2490;HERRAJES Y SOPORTES;
TOPE RODILLO;2491;HERRAJES Y SOPORTES;
TORNILLO AVELLANA PUNTA DE BROCA 8X1 UN;2492;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X1""UN";2493;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X1/2""UN";2494;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X11/2""UN";2495;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X11/4""UN";2496;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X2""UN";2497;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X21/2""UN";2498;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X3""UN";2499;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 1/4X3/4""UN";2500;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X1""UN";2501;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X11/2""UN";2502;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X11/4""UN";3578;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X2""UN";2503;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X21/2""UN";2504;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X3""UN";2505;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X3/4""UN";2506;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X31/2""UN";2507;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X4""UN";2508;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X41/2""UN";2509;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X5""UN";2511;TORNILLERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X51/2""UN";2510;TORNILLERIA;
TORNILLO CR MM 4X25;2512;TORNILLERIA;
TORNILLO CR MM 4X30;2513;TORNILLERIA;
TORNILLO CR MM 4X40;2514;TORNILLERIA;
TORNILLO CR MM 5X25;2515;TORNILLERIA;
TORNILLO CR MM 5X30;2516;TORNILLERIA;
TORNILLO CR MM 5X40;2517;TORNILLERIA;
TORNILLO CR MM 6X25;2518;TORNILLERIA;
TORNILLO CR MM 6X30;2519;TORNILLERIA;
TORNILLO CR MM 6X40;2520;TORNILLERIA;
TORNILLO CR MM 8X30;3579;TORNILLERIA;
TORNILLO CR MM 8X40;3580;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X1""UN";2521;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X1/2""UN";2522;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X11/2""UN";2523;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X11/4""UN";2524;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X2""UN";2525;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X21/2""UN";2526;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X3""UN";2527;TORNILLERIA;
"TORNILLO CR RO ZINC 1/4X3/4""UN";2528;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X1""UN";2529;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X1/2""UN";2530;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X11/2""UN";2531;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X11/4""UN";2532;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X2""UN";2533;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X21/2""UN";2534;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X3""UN";2535;TORNILLERIA;
"TORNILLO CR RO ZINC 1/8X3/4""UN";2536;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X1""UN";2537;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X11/2""UN";2539;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X11/4""UN";2540;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X2""UN";2541;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X21/2""UN";2542;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X3""UN";2543;TORNILLERIA;
"TORNILLO CR RO ZINC 3/16X3/4""UN";2544;TORNILLERIA;
"TORNILLO CR RO ZINC 5/32X1/2""UN";2546;TORNILLERIA;
"TORNILLO CR RO ZINC 5/32X11/2""UN";2547;TORNILLERIA;
"TORNILLO CR RO ZINC 5/32X11/4""UN";2548;TORNILLERIA;
"TORNILLO CR RO ZINC 5/32X2""UN";2549;TORNILLERIA;
"TORNILLO CR RO ZINC 5/32X3""UN";2551;TORNILLERIA;
"TORNILLO CR RO ZINC 5/32X3/4""UN";2552;TORNILLERIA;
"TORNILLO DRYWALL 10X1"" 50";2555C;TORNILLERIA;
"TORNILLO DRYWALL 10X1"" DOC";2555D;TORNILLERIA;
"TORNILLO DRYWALL 10X1"" UN";2555;TORNILLERIA;
"TORNILLO DRYWALL 10X11/2"" 50";2558C;TORNILLERIA;
"TORNILLO DRYWALL 10X11/2"" DOC";2558D;TORNILLERIA;
"TORNILLO DRYWALL 10X11/2"" UN";2558;TORNILLERIA;
"TORNILLO DRYWALL 10X11/4"" 50";2561C;TORNILLERIA;
"TORNILLO DRYWALL 10X11/4"" DOC";2561D;TORNILLERIA;
"TORNILLO DRYWALL 10X11/4"" UN";2561;TORNILLERIA;
"TORNILLO DRYWALL 10X2"" 50";2564C;TORNILLERIA;
"TORNILLO DRYWALL 10X2"" DOC";2564D;TORNILLERIA;
"TORNILLO DRYWALL 10X2"" UN";2564;TORNILLERIA;
"TORNILLO DRYWALL 10X21/2"" 50";2567C;TORNILLERIA;
"TORNILLO DRYWALL 10X21/2"" DOC";2567D;TORNILLERIA;
"TORNILLO DRYWALL 10X21/2"" UN";2567;TORNILLERIA;
"TORNILLO DRYWALL 10X3"" 50";2570C;TORNILLERIA;
"TORNILLO DRYWALL 10X3"" DOC";2570D;TORNILLERIA;
"TORNILLO DRYWALL 10X3"" UN";2570;TORNILLERIA;
"TORNILLO DRYWALL 6X1"" 50";2573C;TORNILLERIA;
"TORNILLO DRYWALL 6X1"" DOC";2573D;TORNILLERIA;
"TORNILLO DRYWALL 6X1"" UN";2573;TORNILLERIA;
"TORNILLO DRYWALL 6X1/2"" 50";2576C;TORNILLERIA;
"TORNILLO DRYWALL 6X1/2"" DOC";2576D;TORNILLERIA;
"TORNILLO DRYWALL 6X1/2"" UN";2576;TORNILLERIA;
"TORNILLO DRYWALL 6X11/2"" 50";2579C;TORNILLERIA;
"TORNILLO DRYWALL 6X11/2"" DOC";2579D;TORNILLERIA;
"TORNILLO DRYWALL 6X11/2"" UN";2579;TORNILLERIA;
"TORNILLO DRYWALL 6X11/4"" 50";2582C;TORNILLERIA;
"TORNILLO DRYWALL 6X11/4"" DOC";2582D;TORNILLERIA;
"TORNILLO DRYWALL 6X11/4"" UN";2582;TORNILLERIA;
"TORNILLO DRYWALL 6X2"" 50";2585C;TORNILLERIA;
"TORNILLO DRYWALL 6X2"" DOC";2585D;TORNILLERIA;
"TORNILLO DRYWALL 6X21/2"" 50";2588C;TORNILLERIA;
"TORNILLO DRYWALL 6X21/2"" DOC";2588D;TORNILLERIA;
"TORNILLO DRYWALL 6X3"" 50";2591C;TORNILLERIA;
"TORNILLO DRYWALL 6X3"" DOC";2591D;TORNILLERIA;
"TORNILLO DRYWALL 6X3"" UN";2591;TORNILLERIA;
"TORNILLO DRYWALL 6X3/4"" 50";2594C;TORNILLERIA;
"TORNILLO DRYWALL 6X3/4"" DOC";2594D;TORNILLERIA;
"TORNILLO DRYWALL 6X3/4"" UN";2594;TORNILLERIA;
"TORNILLO DRYWALL 8X1"" 50";2597C;TORNILLERIA;
"TORNILLO DRYWALL 8X1"" DOC";2597D;TORNILLERIA;
"TORNILLO DRYWALL 8X1"" UN";2597;TORNILLERIA;
"TORNILLO DRYWALL 8X11/2"" 50";2602C;TORNILLERIA;
"TORNILLO DRYWALL 8X11/2"" DOC";2602D;TORNILLERIA;
"TORNILLO DRYWALL 8X11/2"" UN";2602;TORNILLERIA;
"TORNILLO DRYWALL 8X11/4"" 50";2605C;TORNILLERIA;
"TORNILLO DRYWALL 8X11/4"" DOC";2605D;TORNILLERIA;
"TORNILLO DRYWALL 8X11/4"" UN";2605;TORNILLERIA;
"TORNILLO DRYWALL 8X2"" 50";2608C;TORNILLERIA;
"TORNILLO DRYWALL 8X2"" DOC";2608D;TORNILLERIA;
"TORNILLO DRYWALL 8X2"" UN";2608;TORNILLERIA;
"TORNILLO DRYWALL 8X21/2"" 50";2611C;TORNILLERIA;
"TORNILLO DRYWALL 8X21/2"" DOC";2611D;TORNILLERIA;
"TORNILLO DRYWALL 8X21/2"" UN";2611;TORNILLERIA;
"TORNILLO DRYWALL 8X3"" 50";2614C;TORNILLERIA;
"TORNILLO DRYWALL 8X3"" DOC";2614D;TORNILLERIA;
"TORNILLO DRYWALL 8X3"" UN";2614;TORNILLERIA;
"TORNILLO DRYWALL 8X3/4"" 50";2617C;TORNILLERIA;
"TORNILLO DRYWALL 8X3/4"" DOC";2617D;TORNILLERIA;
"TORNILLO DRYWALL 8X3/4"" UN";2617;TORNILLERIA;
"TORNILLO FRAMING PUNTA AGUDA 7X7/16"" 50";2620C;TORNILLERIA;
"TORNILLO FRAMING PUNTA AGUDA 7X7/16"" DOC";2620D;TORNILLERIA;
"TORNILLO FRAMING PUNTA AGUDA 7X7/16"" UN";2620;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X 1""";2621;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X 1/2""";2622;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X 11/2""";2623;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X 2""";2624;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X 3""";2625;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X 3/4""";2626;TORNILLERIA;
"TORNILLO HEX LAMINA 1/4X11/4""";3507;TORNILLERIA;
"TORNILLO HEX LAMINA 5/16X 1""";2627;TORNILLERIA;
"TORNILLO HEX LAMINA 5/16X 11/2""";2628;TORNILLERIA;
"TORNILLO HEX LAMINA 5/16X 3/4""";2629;TORNILLERIA;
"TORNILLO HEX LAMINA 5/16X2""";3506;TORNILLERIA;
TORNILLO HEX MM IRIZADO 8X30;2630;TORNILLERIA;
TORNILLO HEX MM IRIZADO 8X35;2631;TORNILLERIA;
TORNILLO HEX MM IRIZADO 8X40;2632;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/2X1""UN";2633;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/2X11/2""UN";2634;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/2X11/4""UN";2635;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/2X3""UN";2637;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/2X4""UN";2638;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X1/2""UN";2640;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X11/4""UN";2642;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X2""UN";2643;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X21/2""UN";2644;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X3""UN";2645;TORNILLERIA;
"TORNILLO HEX RO ZINC 1/4X3/4""UN";2646;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X11/2""UN";2648;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X11/4""UN";2649;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X2""UN";2650;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X21/2""UN";2651;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X3""UN";2652;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X3/4""UN";2653;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X31/2""UN";2654;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X4""UN";2655;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X41/2""UN";2656;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X5""UN";2657;TORNILLERIA;
"TORNILLO HEX RO ZINC 3/8X6""UN";2658;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X1""UN";2659;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X11/2""UN";2660;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X2""UN";2662;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X21/2""UN";2663;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X3""UN";2664;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X3/4""UN";2665;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X4""UN";2667;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X41/2""UN";2668;TORNILLERIA;
"TORNILLO HEX RO ZINC 5/16X5""UN";2669;TORNILLERIA;
