Tipo;"Item inventariable";"Item con variantes";"Venta en negativo";Nombre;"Codigo del producto o servicio";Referencia;"Unidad de medida";Categoria;Descripcion;"Costo inicial";"Precio base";Impuesto;"Precio total";"Precio: General";"Precio: Lista General 2023";"Codigo cuenta contable";"Cuenta contable";"Codigo cuenta de inventario";"Cuenta de inventario";"Codigo cuenta de costo de venta";"Cuenta de costo de venta";"Codigo de barras2";"codigo de barras 3";"Codigo de barras"
Producto;Si;No;Si;"CINTA AMARILLA LA ORIGINAL 18 MM X 50MT 3M";;675;Unidad;PEGANTES;39025;5644,000000;8824,000000;19.00;10501;8824,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020304281
Producto;Si;No;Si;"CINTA AMARILLA LA ORIGINAL 6 MM X 50MT 3M";;676;Unidad;PEGANTES;;3302,000000;5042,000000;19.00;6000;5042,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7702098040359
Producto;No;No;Si;"CINTA AUTOFUNDENTE 1MT";;677;Unidad;PEGANTES;;0,000000;4622,000000;19.00;5500;4622,000000;;413505;Ventas;;;;;;;9101020304291
Producto;Si;No;Si;"CINTA DOBLE FAZ 1/2 2MT 3M";;691;Unidad;PEGANTES;33689;1699,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7702098033689
Producto;Si;No;Si;"CINTA DOBLE FAZ 3/4 2MT 3M";;692;Unidad;PEGANTES;33696;2363,000000;3782,000000;19.00;4501;3782,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7702098033696
Producto;Si;No;Si;"CINTA EMPAQUE TRANSPARENTE 150 MT TRUPER";;695;Unidad;PEGANTES;12557;7790,000000;11765,000000;19.00;14000;11765,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206641729
Producto;Si;No;Si;"CINTA ENMASCARAR 201+12MM X 55 MT 3M";;3123;Unidad;PEGANTES;55502;1900,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7891040319466
Producto;Si;No;Si;"CINTA ENMASCARAR 201+24MM X 50 MT 3M";;702;Unidad;PEGANTES;19473;3872,000000;6303,000000;19.00;7501;6303,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7891040319473
Producto;Si;No;Si;"CINTA ENMASCARAR 201+ 38MM X 50 MT 3M";;3231;Unidad;PEGANTES;;7000,000000;9664,000000;19.00;11500;9664,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7891040319497
Producto;Si;No;Si;"CINTA TEFLON PEQUE�O";;724;Unidad;PEGANTES;13052;530,000000;840,000000;19.00;1000;840,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020304301
Producto;Si;No;Si;"CINTA AISLANTE TEMFLEX NEGRO 19 MM X 9MT 3M";;728;Unidad;PEGANTES;14873;3221,000000;5042,000000;19.00;6000;5042,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;638060414873
Producto;Si;No;Si;"CINTA AISLANTE TEMFLEX NEGRO 19 MM X 18MT 3M";;729;Unidad;PEGANTES;25680;5401,000000;8235,000000;19.00;9800;8235,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;"=""076308925680"""
Producto;Si;No;Si;"CLAVIJA DOMESTICAV 10A CODELCA";;736;Unidad;ELECTRICOS;;2029,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020304311
Producto;Si;No;Si;"CLAVIJA INDUSTRIAL 15A KONTIKI";;737;Unidad;ELECTRICOS;FC2;2313,000000;3529,000000;19.00;4200;3529,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020304321
Producto;No;No;Si;"CLAVO ACERADO 3/4 LISO CA MEJIA DOC";;762D;Unidad;TORNILLERIA;;0,000000;336,000000;19.00;400;336,000000;;413505;Ventas;;;;;;;9101020304331
Producto;Si;No;Si;"CODO SANITARIO CXC 11/2""";;792;Unidad;"TUBERIAS Y ACCESORIOS";1107;1299,000000;2101,000000;19.00;2500;2101,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020304341
