Tipo;"Item inventariable";"Item con variantes";"Venta en negativo";Nombre;"Codigo del producto o servicio";Referencia;"Unidad de medida";Categoria;Descripcion;"Costo inicial";"Precio base";Impuesto;"Precio total";"Precio: General";"Precio: Lista General 2023";"Codigo cuenta contable";"Cuenta contable";"Codigo cuenta de inventario";"Cuenta de inventario";"Codigo cuenta de costo de venta";"Cuenta de costo de venta";"Codigo de barras2";"codigo de barras 3";"Codigo de barras"
Producto;Si;No;Si;"DESTAPADOR DE CA�ERIAS SODA CAUSTICA ESCAMA 1 KILO";;878;Unidad;ASEO;595;9360,000000;13866,000000;19.00;16501;13866,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305177
Producto;Si;No;Si;"DESTAPADOR DE CA�ERIAS SODA CAUSTICA ESCAMA 1 LIBRA";;879;Unidad;ASEO;292;4884,000000;6723,000000;19.00;8000;6723,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305178
Producto;Si;No;Si;"DESTAPADOR DE CA�ERIAS SODA CAUSTICA LIQUIDO 500 GR";;876;Unidad;ASEO;294;2481,000000;4202,000000;19.00;5000;4202,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305179
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 3/16"" X 3""RANGER";;886;Unidad;"HERRAMIENTA MANUAL";;1666,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305180
Producto;Si;No;Si;"DESTORNILLADOR PALA 3/16"" X 3"" RANGER";;887;Unidad;"HERRAMIENTA MANUAL";;1666,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305181
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 1/4"" X 4""RANGER";;889;Unidad;"HERRAMIENTA MANUAL";;2261,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305182
Producto;Si;No;Si;"DESTORNILLADOR PALA 1/4"" X 4"" RANGER";;888;Unidad;"HERRAMIENTA MANUAL";;2261,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305183
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 1/4"" X 6"" RANGER";;890;Unidad;"HERRAMIENTA MANUAL";;2500,000000;4202,000000;19.00;5000;4202,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305184
Producto;Si;No;Si;"DESTORNILLADOR PALA 1/4"" X 6 RANGER";;891;Unidad;"HERRAMIENTA MANUAL";;2500,000000;4202,000000;19.00;5000;4202,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305185
Producto;Si;No;Si;"DESTORNILLADOR DE COPA PRETUL C/U";;3458;Unidad;"HERRAMIENTA MANUAL";21420;4234,000000;6723,000000;19.00;8000;6723,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240614357
Producto;Si;No;Si;"DESTORNILLADOR DOBLE PUNTA USA";;881;Unidad;"HERRAMIENTA MANUAL";;2750,000000;5042,000000;19.00;6000;5042,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305186
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 5/16"" X 6"" PVC PRETUL";;3318;Unidad;"HERRAMIENTA MANUAL";21470;6357,000000;10084,000000;19.00;12000;10084,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664025
Producto;Si;No;Si;"DESTORNILLADOR PALA GABINETE 1/8"" X 8"" MANGO PVC PRETUL";;3191;Unidad;"HERRAMIENTA MANUAL";21466;2508,000000;4202,000000;19.00;5000;4202,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206663981
Producto;Si;No;Si;"DESTORNILLADOR INALAMBRICO BATERIA 3.6V TRUPER";;3544;Unidad;"HERRAMIENTA ELECTRICA";17033;57000,000000;82353,000000;19.00;98000;82353,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240656104
Producto;Si;No;Si;"DESTORNILLADOR PALA 1/4 X 6"" MANGO PVC PRETUL";;882;Unidad;"HERRAMIENTA MANUAL";21484;4185,000000;6303,000000;19.00;7501;6303,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664162
Producto;Si;No;Si;"DESTORNILLADOR PALA 3/16"" X4"" PRETUL";;3320;Unidad;"HERRAMIENTA MANUAL";21480;3135,000000;5042,000000;19.00;6000;5042,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664124
Producto;Si;No;Si;"DESTORNILLADOR PALA 5/16 X 6"" MANGO PVC PRETUL";;883;Unidad;"HERRAMIENTA MANUAL";21463;6004,000000;10084,000000;19.00;12000;10084,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206663950
Producto;Si;No;Si;"ESTUCHE DESTORNILLADOR PARA RELOJ ECO";;3421;Unidad;"HERRAMIENTA MANUAL";10016277;1547,000000;4202,000000;19.00;5000;4202,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305187
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA PERILLERO RANGER";;892;Unidad;"HERRAMIENTA MANUAL";;1190,000000;2521,000000;19.00;3000;2521,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305188
Producto;Si;No;Si;"DESTORNILLADOR PALA PERILLERO RANGER";;893;Unidad;"HERRAMIENTA MANUAL";;1190,000000;2521,000000;19.00;3000;2521,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305189
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 1/4"" X 4"" MANGO PVC PRETUL";;884;Unidad;"HERRAMIENTA MANUAL";21496;3621,000000;5462,000000;19.00;6500;5462,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664285
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 1/4"" X 6"" MANGO PVC PRETUL";;885;Unidad;"HERRAMIENTA MANUAL";21499;3952,000000;6303,000000;19.00;7501;6303,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664315
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 3/16 "" X 4""PRETUL";;3524;Unidad;"HERRAMIENTA MANUAL";21495;2964,000000;5042,000000;19.00;6000;5042,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664278
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA 3/16 "" X 6""PRETUL";;3525;Unidad;"HERRAMIENTA MANUAL";21494;3460,000000;5462,000000;19.00;6500;5462,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664261
Producto;Si;No;Si;"DESTORNILLADOR ESTRELLA TATAMACO ENCAUCHETADO";;894;Unidad;"HERRAMIENTA MANUAL";;1550,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305190
Producto;Si;No;Si;"DESTORNILLADOR TIPO RATCHET 13 PUNTAS PRETUL";;3455;Unidad;"HERRAMIENTA MANUAL";22974;19000,000000;30252,000000;19.00;36000;30252,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206641804
Producto;Si;No;Si;"DESTORNILLADOR PALA 1/8 X 4 PRETUL";;3321;Unidad;"HERRAMIENTA MANUAL";21486;2490,000000;4202,000000;19.00;5000;4202,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206664186
Producto;Si;No;Si;"DESTORNILLADOR 6 PUNTAS PRETUL";;895;Unidad;"HERRAMIENTA MANUAL";21372;9657,000000;14706,000000;19.00;17500;14706,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206648896
Producto;Si;No;Si;"DIABLO ROJO";;896;Unidad;ASEO;;8981,000000;11765,000000;19.00;14000;11765,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7703274720515
Producto;Si;No;Si;"DIAFRAGMA FUSION BOCHERINI";;897;Unidad;GRIFERIA;R-GB2;6500,000000;11765,000000;19.00;14000;11765,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180673064
Producto;Si;No;Si;"DIAFRAGMA GOLD AUTO COMPLETO 120V BOCHERINI";;898;Unidad;GRIFERIA;R-11BS110;15126,000000;22689,075630;19.00;27000;22689,075630;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180676416
Producto;Si;No;Si;"DIAFRAGMA GOLD SUPER AUROMATICA BOCHERINI";;899;Unidad;GRIFERIA;R-2B2ZS;11765,000000;17647,058824;19.00;21000;17647,058824;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180670377
Producto;Si;No;Si;"DIAFRAGMA VICTORY BOCHERINI";;900;Unidad;GRIFERIA;R-7B2-V;6500,000000;10924,000000;19.00;13000;10924,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180670414
Producto;Si;No;Si;"DIAFRAGMA VICTORY COMPLETO 120V BOCHERINI";;3180;Unidad;GRIFERIA;R-22B120;10084,000000;15546,000000;19.00;18500;15546,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180677178
Producto;Si;No;Si;"DILATADORES DE BALDOSA 1MM-1.5MM X 100 UDUKE";;901;Unidad;"HERRAJES Y SOPORTES";;960,000000;2101,000000;19.00;2500;2101,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305191
Producto;Si;No;Si;"DILATADORES DE BALDOSA 2MM X 100 UDUKE";;902;Unidad;"HERRAJES Y SOPORTES";;960,000000;2101,000000;19.00;2500;2101,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305192
Producto;Si;No;Si;"DILATADORES DE BALDOSA 3MM X 100 UDUKE";;903;Unidad;"HERRAJES Y SOPORTES";;960,000000;2101,000000;19.00;2500;2101,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305193
Producto;Si;No;Si;"DISCO CORTE METAL 14"" X 1/8"" X 7/8""  PARA TRONZADORA DEWALT";;906;Unidad;"ABRASIVOS Y CONSUMIBLES";8570;15866,000000;23529,000000;19.00;28000;23529,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;28874446403
Producto;Si;No;Si;"DISCO CORTE DIAMANTADO CONTINUO 4 1/2 TOOLS";;907;Unidad;"ABRASIVOS Y CONSUMIBLES";;4202,000000;7563,000000;19.00;9000;7563,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;6941898301142
Producto;Si;No;Si;"DISCO CORTE DIAMANTADO SEGMENTADO 7"" TOOLS";;910;Unidad;"ABRASIVOS Y CONSUMIBLES";;12674,000000;18487,000000;19.00;22000;18487,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;6931598201507
Producto;Si;No;Si;"DISCO CORTE DIAMANTADO SEGMENTADO 9"" TOOLS";;911;Unidad;"ABRASIVOS Y CONSUMIBLES";;22000,000000;26891,000000;19.00;32000;26891,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305194
Producto;Si;No;Si;"DISCO CORTE METAL 7"" X 5/64"" X 7/8""  PRETUL";;912;Unidad;"ABRASIVOS Y CONSUMIBLES";22346;3724,000000;5882,000000;19.00;7000;5882,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240624608
Producto;Si;No;Si;"DISCO CORTE METAL 41/2"" X 1/16"" X 7/8"" PRETUL";;913;Unidad;"ABRASIVOS Y CONSUMIBLES";22345;1683,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240624592
Producto;Si;No;Si;"DISCO CORTE METAL 9"" X 5/64"" X 7/8"" TRUPER";;914;Unidad;"ABRASIVOS Y CONSUMIBLES";11587;6004,000000;10084,000000;19.00;12000;10084,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206654958
Producto;Si;No;Si;"DISCO CORTE METAL 9"" X 5/64"" X 7/8"" PRETUL";;915;Unidad;"ABRASIVOS Y CONSUMIBLES";22347;6331,000000;9664,000000;19.00;11500;9664,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240624615
Producto;Si;No;Si;"DISCO CORTE METAL 9"" X 5/64"" X 7/8"" DEWALT";;905;Unidad;"ABRASIVOS Y CONSUMIBLES";;12250,000000;15966,000000;19.00;19000;15966,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;885911137508
Producto;Si;No;Si;"DISCO CORTE METAL 41/2"" X 1/16"" X 7/8"" BOSCH";;918;Unidad;"ABRASIVOS Y CONSUMIBLES";24764;2023,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;4059952524764
Producto;Si;No;Si;"DISCO CORTE METAL 7"" X 1/16"" X 7/8"" ABRACOL";;920;Unidad;"ABRASIVOS Y CONSUMIBLES";73882;4459,000000;6723,000000;19.00;8000;6723,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7705059173882
Producto;Si;No;Si;"DISCO CORTE METAL 14"" X 1/8"" X 7/8"" PARA TRONZADORA TRUPER";;922;Unidad;"ABRASIVOS Y CONSUMIBLES";11567;12160,000000;19328,000000;19.00;23000;19328,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206674048
Producto;Si;No;Si;"DISCO CORTE METAL 41/2"" PREMIER";;3182;Unidad;"ABRASIVOS Y CONSUMIBLES";"60 40%";4280,000000;6050,000000;19.00;7200;6050,000000;7200,000000;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7894768020041
Producto;Si;No;Si;"DISCO CORTE METAL 7"" X 1/16"" X 7/8"" BOSCH";;3194;Unidad;"ABRASIVOS Y CONSUMIBLES";73882;3670,000000;5882,000000;19.00;7000;5882,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;4059952524771
Producto;Si;No;Si;"DISCO CORTE METAL 7"" X 5/64"" X 7/8"" TRUPER";;923;Unidad;"ABRASIVOS Y CONSUMIBLES";10665;4426,000000;6723,000000;19.00;8000;6723,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240621447
Producto;Si;No;Si;"DISCO CORTE METAL 7""X1/8""X7/8"" DEWALT";;3331;Unidad;"PARTES Y REPUESTOS";40367;5732,000000;8824,000000;19.00;10501;8824,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;885911511414
Producto;Si;No;Si;"DISCO CORTE METAL 9"" X 5/64"" X 7/8""  PREMIER";;925;Unidad;"ABRASIVOS Y CONSUMIBLES";C1DC0030;12213,000000;18487,000000;19.00;22000;18487,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7894768137824
Producto;Si;No;Si;"DISCO CORTE SIERRA 40 DIENTES 41/2"" TOOLS";;926;Unidad;"ABRASIVOS Y CONSUMIBLES";;4879,000000;7563,000000;19.00;9000;7563,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;6931598201941
Producto;Si;No;Si;"DISCO CORTE SIERRA 40 DIENTES 7"" TOOLS";;927;Unidad;"ABRASIVOS Y CONSUMIBLES";;10536,000000;15546,000000;19.00;18500;15546,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305195
Producto;Si;No;Si;"DISCO CORTE SIERRA 40 DIENTES 9"" VIGOR";;928;Unidad;"ABRASIVOS Y CONSUMIBLES";;17000,000000;23529,000000;19.00;28000;23529,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305196
Producto;Si;No;Si;"DISCO DESBASTE METAL 41/2"" X 1/4"" X 7/8"" DEWALT";;931;Unidad;"ABRASIVOS Y CONSUMIBLES";;4130,000000;5882,000000;19.00;7000;5882,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;885911511407
Producto;Si;No;Si;"DISCO DESBASTE METAL 7"" X 1/4"" X 7/8"" DEWALT";;932;Unidad;"ABRASIVOS Y CONSUMIBLES";;7200,000000;9244,000000;19.00;11000;9244,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;885911511421
Producto;Si;No;Si;"DISCO DESBASTE METAL 7"" X 1/4"" X 7/8"" TRUPER";;930;Unidad;"ABRASIVOS Y CONSUMIBLES";12567;6764,000000;10504,000000;19.00;12500;10504,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206622223
Producto;Si;No;Si;"DISCO DESBASTE METAL 9"" X 1/4"" X 7/8""PREMIER";;933;Unidad;"ABRASIVOS Y CONSUMIBLES";C1DP0004;8900,000000;13866,000000;19.00;16501;13866,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7894768020188
Producto;Si;No;Si;"DISCO FLAP 40 41/2"" PRETUL";;936;Unidad;"ABRASIVOS Y CONSUMIBLES";22350;4484,000000;7143,000000;19.00;8500;7143,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240640257
Producto;Si;No;Si;"DISCO FLAP 60 4 1/2"" PRETUL";;938;Unidad;"ABRASIVOS Y CONSUMIBLES";22351;5015,000000;7563,000000;19.00;9000;7563,000000;8500,000000;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305197
Producto;Si;No;Si;"DISCO FLAP 80 4 1/2"" AZUL PORRAS";;939;Unidad;"ABRASIVOS Y CONSUMIBLES";;2100,000000;3782,000000;19.00;4501;3782,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305198
?Producto;Si;No;Si;"DISCO FLAP 80 4 1/2"" PRETUL";;940;Unidad;"ABRASIVOS Y CONSUMIBLES";22352;4484,000000;7143,000000;19.00;8500;7143,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240640271
Producto;Si;No;Si;"DISCO PIEDRA CORTE DIAMETRO 4"" X1/2"" TRUPER";;3329;Unidad;"PARTES Y REPUESTOS";;0,000000;0,000000;19.00;"=""0""";0,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206674086
Producto;Si;No;Si;"DISCO PIEDRA CORTE DIAMETRO 7"" X1/8"" TRUPER";;3330;Unidad;"PARTES Y REPUESTOS";11566;2129,000000;3782,000000;19.00;4501;3782,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7501206674079
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N100";;941;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305199
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N120";;942;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305200
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N150";;943;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305201
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N180";;944;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305202
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N220";;945;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305203
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N320";;946;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305204
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N400";;947;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305205
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N60";;948;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305206
Producto;Si;No;Si;"DISCO VELCRO 4 1/2"" N80";;949;Unidad;"ABRASIVOS Y CONSUMIBLES";;2073,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305207
Producto;Si;No;Si;"DISPENSADOR DE INCRUSTAR DOSIFICADOR BOCHERINI";;950;Unidad;GRIFERIA;YW158;15125,000000;31933,000000;19.00;38000;31933,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180678526
Producto;Si;No;Si;"DISPENSADOR DE SHAMPOO BOCHERINI";;951;Unidad;GRIFERIA;DBC1B;33000,000000;54622,000000;19.00;65000;54622,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180670063
Producto;Si;No;Si;"DUCHA 3 TEMPERATURAS KONTIKI";;952;Unidad;GRIFERIA;;58240,000000;85714,000000;19.00;102000;85714,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305208
Producto;Si;No;Si;"DUCHA ACRILICA CROMO PLASTGRIFOS";;953;Unidad;GRIFERIA;2671;8500,000000;12605,000000;19.00;15000;12605,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305209
Producto;Si;No;Si;"DUCHA CALENTADOR DIRIGIBLE 120V KONTIKI";;954;Unidad;GRIFERIA;K002;61575,000000;82353,000000;19.00;98000;82353,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707191330024
Producto;Si;No;Si;"DUCHA GOLD BLANCA 120V SM SELECTOR BOCHERINI";;955;Unidad;GRIFERIA;SM-1301110;52689,000000;68908,000000;19.00;82001;68908,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180672081
Producto;Si;No;Si;"DUCHA GOLD SUPER BLANCA CON MINIDUCHA BOCHERINI";;956;Unidad;GRIFERIA;2101110;52689,000000;68067,000000;19.00;81000;68067,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180672982
Producto;Si;No;Si;"DUCHA GOLD SUPER BLANCA SIN MINIDUCHA BOCHERINI";;957;Unidad;GRIFERIA;SM-2101110;50420,000000;65546,000000;19.00;78000;65546,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180672999
Producto;Si;No;Si;"DUCHA LAVACABEZAS RACOR KONTIKI";;958;Unidad;GRIFERIA;;65965,000000;88235,000000;19.00;105000;88235,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305210
Producto;Si;No;Si;"DUCHA LAVAPLATOS PLASTCA ROSCA PLASTGRIFOS";;959;Unidad;GRIFERIA;187;950,000000;2521,000000;19.00;3000;2521,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305211
Producto;Si;No;Si;"DUCHA MAXI ZENT BLANCA 120V BOCHERINI";;960;Unidad;GRIFERIA;1801110;63865,000000;80672,000000;19.00;96000;80672,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180676010
Producto;Si;No;Si;"DUCHA PLASTICA BLANCA RIOPLAST";;961;Unidad;GRIFERIA;;3000,000000;6723,000000;19.00;8000;6723,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305212
Producto;Si;No;Si;"DUCHA PREMIUM ZENT BLANCA 110V BOCHERINI";;962;Unidad;GRIFERIA;1101110;35294,000000;54622,000000;19.00;65000;54622,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180679516
Producto;Si;No;Si;"DUCHA PREMIUM ZENT SILVER O COLORES BOCHERINI";;963;Unidad;GRIFERIA;1108110;45378,000000;54622,000000;19.00;65000;54622,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180679530
Producto;Si;No;Si;"DUCHA VICTORY BLANCA 120V (con mini ducha) BOCHERINI";;965;Unidad;GRIFERIA;"1201110 35%";52941,000000;70588,000000;19.00;84000;70588,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180672661
Producto;Si;No;Si;"DUCHA VICTORY BLANCA 120V SIN MINIDUCHA BOCHERINI";;967;Unidad;GRIFERIA;SM-1201110;50420,000000;70588,000000;19.00;84000;70588,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180670254
Producto;Si;No;Si;"DUCHA VICTORY BLANCA DIRIGIBLE SLIM 120V BOCHERINI";;966;Unidad;GRIFERIA;1201110S;67142,000000;90756,302521;19.00;108000;90756,302521;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180676621
Producto;Si;No;Si;"DUCHA VICTORY SALON DE BELLEZA BOCHERINI";;964;Unidad;GRIFERIA;1201110SB;68908,000000;89076,000000;19.00;106000;89076,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180671633
Producto;Si;No;Si;"DUPLICADO DE LLAVE PARTIDA";;3183;Unidad;"PERFILES Y WINES";;800,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305213
Producto;Si;No;Si;"DUPLICADO DE LLAVE 3005";;970;Unidad;"CERRAJERIA Y SEGURIDAD";;1900,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305214
Producto;Si;No;Si;"DUPLICADO DE LLAVE MOTIVO";;971;Unidad;"CERRAJERIA Y SEGURIDAD";;2200,000000;3361,000000;19.00;4000;3361,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305215
Producto;Si;No;Si;"DUPLICADO DE LLAVE VEHICULO";;968;Unidad;"CERRAJERIA Y SEGURIDAD";;8000,000000;12605,000000;19.00;15000;12605,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305216
Producto;Si;No;Si;"FILTRO ECONOMIZADOR ABS CROMADO BOCHERINI";;972;Unidad;GRIFERIA;EPC;6217,000000;13445,000000;19.00;16000;13445,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180670339
Producto;Si;No;Si;"FILTRO ECONOMIZADOR METALICO  BOCHERINI";;973;Unidad;GRIFERIA;EMC;2698,000000;5462,000000;19.00;6500;5462,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7707180672302
Producto;Si;No;Si;"ELECTRODO LOZA";;974;Unidad;ELECTRICOS;;1599,000000;3361,344538;19.00;4000;3361,344538;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305217
Producto;Si;No;Si;"EMBOLO PARA ARBOL DE ENTRADA";;3264;Unidad;GRIFERIA;;600,000000;840,000000;19.00;1000;840,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;9101020305218
Producto;Si;No;Si;"EMBUDO PLASTICO 250ML";;975;Unidad;"HERRAMIENTA MANUAL";11205;1444,000000;2941,000000;19.00;3500;2941,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240658504
Producto;Si;No;Si;"EMBUDO PLASTICO FLEXIBLE 500ML";;976;Unidad;"HERRAMIENTA MANUAL";11207;3952,000000;6303,000000;19.00;7501;6303,000000;;413505;Ventas;143505;Inventarios;613505;"Costos del inventario";;;7506240658511
