Nombre;Referencia;Unidad de medida;Categoria;Descripcion;Costo inicial;Precio base;Impuesto;Precio total;Precio general;Código cuenta contable;Cuenta contable;Código cuenta de inventario;Cuenta de inventario;Código cuenta de costo de venta;Cuenta de costo de venta;Código de barras;Marca;Definicion;Caracteristicas;
JUEGO DE 5 SEGUETAS PARA CALADORA METAL TRUPER;3317;Unidad;HERRAMIENTA ELECTRICA;18139;2869,000000;5042,000000;19.0;6000;5042,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7501206677766;TRUPER 18139;"Marca Truper, Modelo JSCA-16, Formato de venta Pack, Unidades por pack 16, Espesor 0 "", Largo 0 "", Tipo de acero cromo vanadio, Materiales aptos Multiusos, Madera, Metal ";Lo que tienes que saber de este producto, Unidades por pack: 16Con acero cromo vanadio.Apto para multiusos., Unidades por pack: 16Con acero cromo vanadio.Apto para multiusos.
PISTOLA DE CALOR PROFESIONAL 1500 W TRUPER;3461;Unidad;HERRAMIENTA ELECTRICA;17279;95000,000000;131092,000000;19.0;155999;131092,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7506240659679;TRUPER 17279;Marca Truper, Línea Profesional, Modelo PISCA-A2, Color Naranja, Voltaje 110V, Potencia 1.500 W, Temperatura mínima - Temperatura máxima 40 °C - 500 °C, Tipo de alimentación Corriente eléctrica, Es inalámbrico No, Cantidad de accesorios 0, Incluye estuche No, Frecuencia 60 Hz, Cantidad de niveles de temperatura 2, Peso 0,8 kg ;La Pistola de Calor Profesional Truper 17279 de 1500 W es la herramienta ideal para trabajos exigentes. Con su diseño robusto y color naranja, es perfecta para remover pintura, unir lonas, colocar películas de antiasalto y descongelar tuberías. Ofrece dos niveles de temperatura ajustables entre 40°C y 500°C, proporcionando la versatilidad necesaria para diversas aplicaciones. Su flujo de aire de 600 L/min garantiza un rendimiento eficiente. Este modelo, PISCA-A2, pertenece a la línea profesional de Truper y no incluye estuche ni accesorios adicionales. Es un producto nuevo y de alta calidad, diseñado para durar y sin fecha de vencimiento. Lo que tienes que saber de este producto, Voltaje: 110VPistola de calor profesional de 1500 W para trabajos de alta demanda.Rango de temperatura ajustable desde 40 °C hasta 500 °C para una amplia variedad de aplicaciones., Voltaje: 110VPistola de calor profesional de 1500 W para trabajos de alta demanda.Rango de temperatura ajustable desde 40 °C hasta 500 °C para una amplia variedad de aplicaciones.
JUEGO DE 121 PIEZAS MOTORTOOL TRUPER;3598;Unidad;HERRAMIENTA MANUAL;100757;22040,000000;31933,000000;19.0;38000;31933,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7506240679424;TRUPER 100757;"Marca Truper, Modelo 100757, Modelo alfanumérico 100757, Voltaje N/A, Cantidad de accesorios 121"; "JUEGO ACCESORIOS P/HTA ROTATIVA, 121 PZSMarca TruperClave MOTO-KIT-121Código 100757 CARACTERÍSTICAS:- Accesorios para herramienta rotativa- Ideal para detalles de grabado, corte, desbaste, afilado, limpieza y pulido ESPECIFICACIONES:- Empaque individual Estuche plásticoINCLUYE:- 40 Discos de lijado- 36 Ruedas de corte- 8 Bandas de lijado- 7 Ruedas de fieltro- 6 Ruedas abrasivas de carburo de silicio- 6 Ruedas abrasivas de óxido de aluminio- 5 Cortadoras de diamante- 2 Piedras para esmerilado de carburo de silicio- 2 Boquillas- 2 Mandriles- 2 Mandriles para bandas de lijado- 2 Ruedas abrasivas- 1 Cepillo de acero- 1 Piedra para afilar- 1 Punta de fieltro."
HACHA CAZADORA 11/4LB MANGO HICKORY TRUPER;3591;Unidad;HERRAMIENTA MANUAL;14950;24946,000000;35294,000000;19.0;42000;35294,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7501206610039;TRUPER 14950;"Marca Truper, Modelo HE-1-1/4M, Tipo de hacha De mano, Material del mango Madera, Peso de la cabeza 1 g, Peso total 1 g, Largo total 14 "", Largo del filo 1 cm, Con manija Sí ";"Tu compra incluye:x1 hacha Truper cazadora mango hickory americano 14"" - SK599- Cabeza en acero al carbono con doble tratamiento térmico para mayor resistencia y durabilidad de filo.- Mango ergonómico.Excede la norma: Especif. Federal: ASME B107.400.
GRATA COPA  ALAMBRE TRENZADO 3"" MULTI-ROSCA TRUPER;4145;Unidad;HERRAMIENTA MANUAL;100851;14485,000000;21849,000000;19.0;26000;21849,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7506240679073;TRUPER 100851;Marca Truper, Modelo 100854 ; CARDA DE COPA, ALAMBRE TRENZADOGRUESO, 3"", MULTI ROSCACÓDIGO: 100854 CLAVE: CT-608MRXCARACTERÍSTICAS• Fabricada de acero al carbono• Acabado burdo• Para trabajo pesado y desbaste rápido como limpiezade metales y cordones de soldadura• Entrada multirosca 5/8"" y M14 compatible con otrasmarcas del mercado• Compatibles con las esmeriladoras Truper y PretulParaesmeriladorade 4 1/2""ESPECIFICACIONESDiámetro 3""Eje Multi-roscaEspesor 1/2""No. de trenzas 18Largo del alambre 23 mmVelocidad 12,000 rpmCalibre 0.5 mm (0.020"")Empaque individual Blíster
COPA MANDO 1/2 6 PUNTAS 16 MM TRUPER;827;Unidad;HERRAMIENTA MANUAL;13266;4503,000000;7143,000000;19.0;8500;7143,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7501206616109;TRUPER 13266;Marca Toolcraft, Modelo TC3718, Tipo de llave Estriada, Acabado de la llave Cromado, Tipo de cabezal Fija, Materiales Acero, Con diseño ergonómico Sí ;Fabricado en acero al Cr-V Acabado: Pulido Espejo Código: TC3718 Medida: 13/16 Pulgada Mando: 1/2 Pulgadas Puntas: 6 Puntas.
HOMBRESOLO DE CAENA 8"" TRUPER;4084;Unidad;HERRAMIENTA MANUAL;17438;49400,000000;72269,000000;19.0;86000;72269,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7501206613245;TRUPER 17438;"Marca Truper, Modelo 17438, Largo 8 "" ";
JUEGO DE 3 PIEZAS SIERRAS PARA CERRADURA TRUPER;1351;Unidad;HERRAMIENTA MANUAL;18080;5812,000000;10504,000000;19.0;12500;10504,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7501206621707;TRUPER 18080;Marca Truper, Modelo 23549 ;"DESCRIPCIÓN:JUEGO DE SIERRA COPAS, 9 Piezas, luminio, Madera-PlásticosMarca: PretulCodigo: 23549USOS• Sierra y mandril fabricados en acero al carbono• Broca plana fabricada en acero al alto carbono• Medidas estándar para la instalación de cerraduras depomo de cualquier marca USOS ESPECIFICACIONES Garantía: 10 años• 1 Sierra corta círculos de 2 1/8"" (54mm)• 1 Broca de manita de 7/8"" (22.2mm)• 1 Mandril hexagonal para mayor seguridad de agarre• Velocidad máxima 2,500 rpm.
PINZAS PORTA ELECTRODO 500 A TRUPER;1841;Unidad;HERRAMIENTA MANUAL;14233;49400,000000;72269,000000;19.0;86000;72269,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7501206600276;TRUPER 14233;Marca Genérica, Corriente 500 A, Diámetro mínimo del electrodo - Diámetro máximo del electrodo 1.6 mm - 6.4 mm ;1 porta electrodo 800 - 1000W1 pinza masa polo a tierra 500Ano incluye envio
JUEGO DE 3 MINICEPILLOS GRATA TRUPER;1350;Unidad;HERRAMIENTA MANUAL;10652;7220,000000;11765,000000;19.0;14000;11765,000000;413505;Ventas;143505.0;Inventarios;613505.0;Costos del inventario;7506240616283;TRUPER 10652;Marca Truper, Modelo 10652 ;JUEGO MINICEPILLOS ALAMBRE 3 PZCódigo: 10652 Especificaciones:Ancho: 1.3 cmCalibre (acero inoxidable y latón): 0.15 mmCalibre (nylon): 0.5 mmCerda expuesta: 1.6 cmEmpaque: BlisterLargo: 18 cmNúmero de pinceles: 28Incluye:1 Cepillo de alambre de acero inoxidable1 Cepillo de alambre de acero nylon1 Cepillo de alambre de latónCaracterísticas:Alambre en la parte superior para trabajo detallado en áreas de difícil accesoMangos antideslizantes de TPRUsos:Acero inoxidable: para trabajos pesadosLatón: para limpiar objetos de metal sin crear chispasNylon: para limpiar piezas delicadas sin rayar o dañarlas  
